"baseMean","log2FoldChange","lfcSE","svalue"
"ACTR1A",282.101053245953,-0.00385757189092687,0.105578947241259,0.415632930900727
"ACTR1B",90.5833818790966,0.0207344815367676,0.112379835404419,0.343719518123413
"ACTR2",1956.42638013688,-0.0476733817477916,0.117197026762293,0.274480149502035
"ACTR3",13393.9610992769,-0.0727807189705098,0.132120279428599,0.22190903159629
"ACTR3B",3.58263139022028,0.00049199325169298,0.112552883745014,0.463842339309348
"ACTR3BP2",0.709696550516597,-0.000404037002117696,0.11264738606201,0.464552327924132
"ACTR3BP5",1.41513704859224,-0.000787853711629897,0.11266172308246,0.456079704955431
"ACTR3C",1.43775966815665,-0.000468794099377979,0.112649528800778,0.463986208936746
"ACTR5",6.8911092794619,0.00454343490861743,0.112589627396812,0.411772014878074
"ACTR6",53.3037392019511,-0.0119953576576658,0.111496582676957,0.372438409335904
"ACTR8",189.991849409236,-0.00418241783556832,0.108215469512149,0.413603740272807
"ACTRT1",0.819783733757422,-0.000191456968366807,0.112657599840598,0.467558217365755
"ACTRT2",0.491870240254453,-0.000117382171150594,0.11265753009959,0.471801934099287
"ACTRT3",1.40334042385715,-0.000380697178837279,0.112598572843632,0.46472891887372
"ACVR1",42.2585176664531,-0.00223732222173455,0.111832142674492,0.435081401980881
"ACVR1B",118.353898688836,-0.0291869599788835,0.114546910463569,0.32040378658989
"ACVR1C",5.06519487953413,-0.00188954814097047,0.112678083492425,0.439912883432463
"ACVR2A",231.704935039143,0.000334263943596814,0.109613970434477,0.465110940884562
"ACVR2B",22.4976523901378,-0.00405054340608763,0.111926123801216,0.416025807293329
"ACVR2B-AS1",1.17894417120664,-0.000743947545922728,0.112659808357554,0.45702467579458
"ACVRL1",11.7582338034569,0.00139280247571628,0.112366511548236,0.445554882729961
"ACY1",0.400149624137084,-0.000724555914283877,0.112659328836949,0.458315118288651
"ACY3",1.57909379534372,-0.000791552851511361,0.112661790511722,0.455943321586551
"ACYP1",4.88840848947894,0.0020288099317905,0.112538393863494,0.43795025983875
"ACYP2",1.90678721546951,-0.00131630149374234,0.112604591463046,0.446252115551361
"ADA",3.380141017925,-0.00182272134055245,0.112571398027132,0.440808071813282
"ADAD1",3.10233123473561,0.00371038031883807,0.112711992323356,0.419137983395851
"ADAD2",1.270664787324,-0.000189203426794204,0.112657522919451,0.467740395916672
"ADAL",6.50038812741057,-0.00447406107941827,0.112533990212215,0.412366924438497
"ADAM10",3422.15709368168,-0.0515882692227346,0.117177431418147,0.265707066012099
"ADAM11",5.36995146629161,-0.000409190525951087,0.112514831741822,0.464516480235908
"ADAM12",7.47887744661163,-0.00568140654974575,0.112814801045183,0.402919173942145
"ADAM15",6.30341214787211,0.00372157699286993,0.11258305511499,0.418861742124131
"ADAM17",213.862211649368,-0.00983549518722254,0.107797295649386,0.379568277700679
"ADAM18",3.75263860816068,-0.000478280429484158,0.112631582245114,0.463929132901594
"ADAM19",169.418142304266,-0.00283040874507499,0.110760841594715,0.427639386605507
"ADAM1A",1.80873657206169,0.00179282009882787,0.112666028815794,0.441229326188751
"ADAM2",3.71276733983261,9.19660064744909e-05,0.112627321778311,0.472090857526727
"ADAM20",1.34513675467771,0.000289625871983578,0.112647328388947,0.465675055548666
"ADAM20P1",1.43866196551822,-0.00083592976096845,0.112663706574503,0.453331594818245
"ADAM21",1.63956746751484,-0.000199107502545589,0.112657513410442,0.467099974865578
"ADAM21P1",1.14881514562019,0.000584500631999123,0.112657273410288,0.46260774176722
"ADAM22",12.3802681664077,-0.0030223231639284,0.112447788339179,0.425994738046269
"ADAM23",4.91133850764877,-0.000784743056856912,0.112564310292162,0.456199006232851
"ADAM28",7.40700649953637,0.00383364494668621,0.112710559941245,0.417884997130378
"ADAM29",1.93937215115273,-0.000441129558794498,0.112644669875808,0.46425302409296
"ADAM30",1.11958841739531,-0.000341849133036189,0.112647451338185,0.465124888409556
"ADAM32",3.33390679590192,-0.00139331787739203,0.112670468148896,0.445591969501533
"ADAM33",3.30696991238946,0.00278088204092514,0.112674085889821,0.428751635505013
"ADAM3A",3.46571430134559,-0.000384645848286711,0.112632750363565,0.464705808537451
"ADAM5",2.80014507159802,-0.000579723993165991,0.112639716031826,0.4627488558625
"ADAM6",1.21242695187247,4.84759661245565e-05,0.112644299073275,0.472589423319944
"ADAM7",3.87874430230546,-0.000759828474416632,0.112631346968071,0.456651430169023
"ADAM8",4.4601463915701,0.00249317887853001,0.112580668940985,0.432230696467254
"ADAM9",13.7406617284611,0.00282304852493443,0.112307789047921,0.428256005959793
"ADAMDEC1",2.80014507159802,-0.000579723993165991,0.112639716031826,0.462750808373336
"ADAMTS1",16.5321819612817,0.000728849369021412,0.112572483742453,0.457506348530112
"ADAMTS10",178.81373497753,-0.0156611143338563,0.109440133556499,0.358502327850332
"ADAMTS12",5.20764692508099,-0.00181091127407683,0.112673944224868,0.4409906908443
"ADAMTS13",6.04478270910039,-0.000100276493293682,0.112601990768761,0.472037332015708
"ADAMTS14",15.4544953444916,-0.0025727419531598,0.112216368565697,0.431158574935039
"ADAMTS15",3.45252478008226,-0.000625592676259986,0.112600044237933,0.461812482652915
"ADAMTS16",4.78588038023938,-0.000521286110015107,0.11261438762779,0.463628583064111
"ADAMTS17",6.09966678947253,-0.00210975085235359,0.112680998117493,0.436967435684682
"ADAMTS18",6.62932987082661,0.00393104644261276,0.112715054861749,0.417118907503368
"ADAMTS19",4.7051470921427,-0.00349457968962375,0.112694808105671,0.421399858608749
"ADAMTS19-AS1",0.245935120127226,-0.000168359315819239,0.112657741286127,0.469905894144282
"ADAMTS2",5.6490607140744,-0.00127496091701231,0.112613613275719,0.446708128837151
"ADAMTS20",7.24523158151164,-0.000728575923116017,0.112597067464029,0.457625714754072
"ADAMTS3",7.43346027640746,-0.000328418570070117,0.112498936013669,0.465256902012959
"ADAMTS4",3.68727189860992,-0.000314025943795345,0.112579925526387,0.465419012194026
"ADAMTS5",6.58357491254684,0.00242722342082432,0.112580068555699,0.432890496172602
"ADAMTS6",2817.22670990964,0.0499170511540365,0.118986616083714,0.270804797774195
"ADAMTS7",6.16116487619663,-5.15607283157394e-05,0.112577762108368,0.472513128926265
"ADAMTS7P1",5.06631279789392,-0.00149353972310615,0.112645942731977,0.444655323995823
"ADAMTS8",2.82484191487664,0.00252393825423795,0.112669964116155,0.431832523498568
"ADAMTS9",14.4987698486729,0.00488283905653283,0.112563376340284,0.408697412429326
"ADAMTS9-AS1",1.4572441536399,-0.000223088619492955,0.112646025971646,0.466340819147309
"ADAMTS9-AS2",1.47561072076336,-0.000195016921868356,0.112657515413015,0.467392501774269
"ADAMTSL1",9.02869208198712,0.00357031497965562,0.112608629119069,0.420594488993737
"ADAMTSL2",7.3411423529093,-0.000763306986324793,0.112468962777705,0.456582411068226
"ADAMTSL3",6.11637065601471,0.00451883081614017,0.112728114643464,0.412023458180979
"ADAMTSL4",6.20432246110849,-0.000478835901455834,0.112410377852757,0.463923602440193
"ADAMTSL4-AS1",0.737805360381679,-0.000184924147098399,0.112657599506129,0.468150276946914
"ADAMTSL5",2.74739342644716,0.000695421593658341,0.112656190053339,0.460579421112082
"ADAP1",86.3175514497728,-0.0124590485936733,0.111056638201519,0.370749603713207
"ADAP2",3.96749702061805,0.000691298729106535,0.112548106964428,0.460609883689038
"ADAR",125.579024600999,0.0215227965426686,0.110493676696443,0.340410029779994
"ADARB1",10.3361087705351,-0.00498908729035463,0.112514869548338,0.408029835916105
"ADARB2",5.02330339548469,-0.000469515932623464,0.112624577794666,0.463980691002682
"ADARB2-AS1",0.524235102560494,4.38362260460848e-05,0.112645093132021,0.472666422432981
"ADAT1",4.23058485782213,-0.0040278788503478,0.112730978740539,0.416424648460724
"ADAT2",5.15939891505628,-0.00441644032875307,0.112721914200995,0.412984653581687
"ADAT3",2.07065188864254,0.00321632032954857,0.112672084249973,0.424025094085294
"ADCK1",9.46174011655758,0.00742746551066142,0.112718351844292,0.39269933337208
"ADCK2",4.45048201484941,0.000252174383625647,0.112477963101862,0.465978126941756
"ADCK3",5.06618080416174,-0.00257976210630968,0.112524534241275,0.431165053770308
"ADCK4",16.4679361552171,-0.00574430870728975,0.112200388458777,0.402232627128671
"ADCK5",3.49327676102397,-0.003400839043734,0.112582107124029,0.422132171567412
"ADCY1",7.23734794148599,0.00271348571694977,0.112651293760514,0.429486404538313
